"Short_Date","Venue","Long_Date","Year"
"1977-05-17","Memorial Coliseum, Tuscaloosa, AL","May 17, 1977",1977
"1977-05-18","Fox Theatre, Atlanta, GA","May 18, 1977",1977
"1977-05-19","Fox Theatre, Atlanta, GA","May 19, 1977",1977
"1977-05-21","Lakeland Civic Center Arena, Lakeland, FL","May 21, 1977",1977
"1977-05-22","Sportatorium, Pembroke Pines, FL","May 22, 1977",1977
"1977-05-25","Mosque, Richmond, VA","May 25, 1977",1977
"1977-05-26","Baltimore Civic Center, Baltimore, MD","May 26, 1977",1977
"1977-05-28","Hartford Civic Center, Hartford, CT","May 28, 1977",1977
"1977-06-04","The Forum, Inglewood, CA","June 4, 1977",1977
"1977-06-07","Winterland, San Francisco, CA","June 7, 1977",1977
"1977-06-08","Winterland, San Francisco, CA","June 8, 1977",1977
"1977-06-09","Winterland, San Francisco, CA","June 9, 1977",1977
"1977-09-03","Raceway Park, Englishtown, NJ","September 3, 1977",1977
"1977-09-28","Paramount Northwest Theatre, Seattle, WA","September 28, 1977",1977
"1977-09-29","Paramount Northwest Theatre, Seattle, WA","September 29, 1977",1977
"1977-10-01","Paramount Theatre, Portland, OR","October 1, 1977",1977
"1977-10-02","Paramount Theatre, Portland, OR","October 2, 1977",1977
"1977-10-06","Activity Center, Arizona State University, Tempe, AZ","October 6, 1977",1977
"1977-10-07","University Arena, UNM, Albuquerque, NM","October 7, 1977",1977
"1977-10-09","McNichols Sports Arena, Denver, CO","October 9, 1977",1977
"1977-10-11","Lloyd Noble Center, Norman, OK","October 11, 1977",1977
"1977-10-12","Manor Downs, Austin, TX","October 12, 1977",1977
"1977-10-14","Hofheinz Pavilion, Houston, TX","October 14, 1977",1977
"1977-10-15","SMU, Moody Coliseum, Dallas, TX","October 15, 1977",1977
"1977-10-16","Assembly Center, LSU, Baton Rouge, LA","October 16, 1977",1977
"1977-10-28","Soldiers & Sailors Memorial Hall, Kansas City, KS","October 28, 1977",1977
"1977-10-29","Evans Fieldhouse, NIU, Dekalb, IL","October 29, 1977",1977
"1977-10-30","Assembly Hall, Indiana University, Bloomington, IN","October 30, 1977",1977
"1977-11-01","Cobo Arena, Detroit, MI","November 1, 1977",1977
"1977-11-02","Fieldhouse, Seneca College, Toronto, Canada","November 2, 1977",1977
"1977-11-04","Cotterell Gym, Colgate University, Hamilton, NY","November 4, 1977",1977
"1977-11-05","War Memorial, Rochester, NY","November 5, 1977",1977
"1977-11-06","Broome County Arena, Binghamton, NY","November 6, 1977",1977
"1977-12-27","Winterland, San Francisco, CA","December 27, 1977",1977
"1977-12-29","Winterland, San Francisco, CA","December 29, 1977",1977
"1977-12-30","Winterland, San Francisco, CA","December 30, 1977",1977
"1977-12-31","Winterland, San Francisco, CA","December 31, 1977",1977
"1978-01-06","Swing Auditorium, San Bernardino, CA","January 6, 1978",1978
"1978-01-07","Community Concourse Golden Hall, San Diego, CA","January 7, 1978",1978
"1978-01-08","Community Concourse Golden Hall, San Diego, CA","January 8, 1978",1978
"1978-01-10","Shrine Auditorium, Los Angeles, CA","January 10, 1978",1978
"1978-01-11","Shrine Auditorium, Los Angeles, CA","January 11, 1978",1978
"1978-01-13","Arlington Theatre, Santa Barbara, CA","January 13, 1978",1978
"1978-01-14","Bakersfield Memorial Auditorium, Bakersfield, CA","January 14, 1978",1978
"1978-01-15","Selland Arena, Fresno, CA","January 15, 1978",1978
"1978-01-17","Sacramento Memorial Auditorium, Sacramento, CA","January 17, 1978",1978
"1978-01-18","Stockton Civic Auditorium, Stockton, CA","January 18, 1978",1978
"1978-01-22","MacArthur Court, U. of Oregon, Eugene, OR","January 22, 1978",1978
"1978-01-30","Uptown Theatre, Chicago, IL","January 30, 1978",1978
"1978-01-31","Uptown Theatre, Chicago, IL","January 31, 1978",1978
"1978-02-01","Uptown Theatre, Chicago, IL","February 1, 1978",1978
"1978-02-03","Dane County Coliseum, Madison, WI","February 3, 1978",1978
"1978-02-04","Milwaukee Auditorium, Milwaukee, WI","February 4, 1978",1978
"1978-02-05","Uni-Dome, University of N. Iowa, Cedar Falls, IA","February 5, 1978",1978
"1978-04-06","Curtis Hixon Convention Hall, Tampa, FL","April 6, 1978",1978
"1978-04-07","Sportatorium, Pembroke Pines, FL","April 7, 1978",1978
"1978-04-08","Veterans Memorial Coliseum, Jacksonville, FL","April 8, 1978",1978
"1978-04-10","Fox Theatre, Atlanta, GA","April 10, 1978",1978
"1978-04-11","Fox Theatre, Atlanta, GA","April 11, 1978",1978
"1978-04-12","Cameron Indoor Stadium, Duke Uni., Durham, NC","April 12, 1978",1978
"1978-04-14","Cassell Coliseum, Virginia Tech, Blacksburg, VA","April 14, 1978",1978
"1978-04-15","College Of William and Mary, Williamsburg, VA","April 15, 1978",1978
"1978-04-16","Huntington Civic Center, Huntington, WV","April 16, 1978",1978
"1978-04-18","Pittsburgh Civic Arena, Pittsburgh, PA","April 18, 1978",1978
"1978-04-19","Veterans Memorial Hall, Columbus, OH","April 19, 1978",1978
"1978-04-21","Rupp Arena, University of Kentucky, Lexington, KY","April 21, 1978",1978
"1978-04-22","Nashville Municipal Auditorium, Nashville, TN","April 22, 1978",1978
"1978-04-24","Horton Fieldhouse, ISU, Normal, IL","April 24, 1978",1978
"1978-05-05","Thompson Arena, Dartmouth College, Hanover, NH","May 5, 1978",1978
"1978-05-06","Patrick Gym, UVM, Burlington, VT","May 6, 1978",1978
"1978-05-07","Fieldhouse, RPI, Troy, NY","May 7, 1978",1978
"1978-05-09","Onondaga County War Memorial, Syracuse, NY","May 9, 1978",1978
"1978-05-10","Veterans Memorial Coliseum, New Haven, CT","May 10, 1978",1978
"1978-05-11","Springfield Civic Center Arena, Springfield, MA","May 11, 1978",1978
"1978-05-13","Spectrum, Philadelphia, PA","May 13, 1978",1978
"1978-05-14","Providence Civic Center, Providence, RI","May 14, 1978",1978
"1978-05-16","Uptown Theatre, Chicago, IL","May 16, 1978",1978
"1978-05-17","Uptown Theatre, Chicago, IL","May 17, 1978",1978
"1978-06-03","Harder Stadium, UC Santa Barbara, Goleta, CA","June 3, 1978",1978
"1978-06-04","Harder Stadium, UC Santa Barbara, Goleta, CA","June 4, 1978",1978
"1978-06-25","Autzen Stadium, U. of Oregon, Eugene, OR","June 25, 1978",1978
"1978-07-01","Arrowhead Stadium, Kansas City, MO","July 1, 1978",1978
"1978-07-03","St. Paul Civic Center Arena, St. Paul, MN","July 3, 1978",1978
"1978-07-05","Omaha Civic Auditorium, Omaha, NE","July 5, 1978",1978
"1978-07-07","Red Rocks Amphitheatre, Morrison, CO","July 7, 1978",1978
"1978-07-08","Red Rocks Amphitheatre, Morrison, CO","July 8, 1978",1978
"1978-08-30","Red Rocks Amphitheatre, Morrison, CO","August 30, 1978",1978
"1978-08-31","Red Rocks Amphitheatre, Morrison, CO","August 31, 1978",1978
"1978-09-02","Giants Stadium, East Rutherford, NJ","September 2, 1978",1978
"1978-09-14","Giza Sound and Light Theater, Cairo, Egypt","September 14, 1978",1978
"1978-09-15","Giza Sound and Light Theater, Cairo, Egypt","September 15, 1978",1978
"1978-09-16","Giza Sound and Light Theater, Cairo, Egypt","September 16, 1978",1978
"1978-10-17","Winterland, San Francisco, CA","October 17, 1978",1978
"1978-10-18","Winterland, San Francisco, CA","October 18, 1978",1978
"1978-10-20","Winterland, San Francisco, CA","October 20, 1978",1978
"1978-10-21","Winterland, San Francisco, CA","October 21, 1978",1978
"1978-10-22","Winterland, San Francisco, CA","October 22, 1978",1978
"1978-11-13","Boston Music Hall, Boston, MA","November 13, 1978",1978
"1978-11-14","Boston Music Hall, Boston, MA","November 14, 1978",1978
"1978-11-16","Uptown Theatre, Chicago, IL","November 16, 1978",1978
"1978-11-17","Uptown Theatre, Chicago, IL","November 17, 1978",1978
"1978-11-18","Uptown Theatre, Chicago, IL","November 18, 1978",1978
"1978-11-20","Cleveland Music Hall, Cleveland, OH","November 20, 1978",1978
"1978-11-21","War Memorial, Rochester, NY","November 21, 1978",1978
"1978-11-23","Capital Centre, Landover, MD","November 23, 1978",1978
"1978-11-24","Capitol Theatre, Passaic, NJ","November 24, 1978",1978
"1978-12-12","Jai-Alai Fronton, Miami, FL","December 12, 1978",1978
"1978-12-13","Curtis Hixon Convention Hall, Tampa, FL","December 13, 1978",1978
"1978-12-15","Boutwell Auditorium, Birmingham, AL","December 15, 1978",1978
"1978-12-16","Nashville Municipal Auditorium, Nashville, TN","December 16, 1978",1978
"1978-12-17","Fox Theatre, Atlanta, GA","December 17, 1978",1978
"1978-12-19","Memorial Coliseum, Jackson, MS","December 19, 1978",1978
"1978-12-21","The Summit, Houston, TX","December 21, 1978",1978
"1978-12-22","Dallas Convention Center Arena, Dallas, TX","December 22, 1978",1978
"1978-12-27","Community Concourse Golden Hall, San Diego, CA","December 27, 1978",1978
"1978-12-28","Community Concourse Golden Hall, San Diego, CA","December 28, 1978",1978
"1978-12-30","Pauley Pavilion, UCLA, Los Angeles, CA","December 30, 1978",1978
"1978-12-31","Winterland, San Francisco, CA","December 31, 1978",1978
"1979-01-05","Spectrum, Philadelphia, PA","January 5, 1979",1979
"1979-01-07","Madison Square Garden, New York, NY","January 7, 1979",1979
"1979-01-08","Madison Square Garden, New York, NY","January 8, 1979",1979
"1979-01-10","Nassau Veterans Memorial Coliseum, Uniondale, NY","January 10, 1979",1979
"1979-01-11","Nassau Veterans Memorial Coliseum, Uniondale, NY","January 11, 1979",1979
"1979-01-12","Spectrum, Philadelphia, PA","January 12, 1979",1979
"1979-01-14","Utica Memorial Auditorium, Utica, NY","January 14, 1979",1979
"1979-01-15","Springfield Civic Center Arena, Springfield, MA","January 15, 1979",1979
"1979-01-17","Veterans Memorial Coliseum, New Haven, CT","January 17, 1979",1979
"1979-01-18","Providence Civic Center, Providence, RI","January 18, 1979",1979
"1979-01-20","Shea's Buffalo Theater, Buffalo, NY","January 20, 1979",1979
"1979-01-21","Masonic Temple, Detroit, MI","January 21, 1979",1979
"1979-02-03","Market Square Arena, Indianapolis, IN","February 3, 1979",1979
"1979-02-04","Dane County Coliseum, Madison, WI","February 4, 1979",1979
"1979-02-06","Tulsa Fairgrounds Pavilion, Tulsa, OK","February 6, 1979",1979
"1979-02-07","Southern Illinois University, Carbondale, IL","February 7, 1979",1979
"1979-02-09","Soldiers & Sailors Memorial Hall, Kansas City, KS","February 9, 1979",1979
"1979-02-10","Soldiers & Sailors Memorial Hall, Kansas City, KS","February 10, 1979",1979
"1979-02-11","Kiel Auditorium, St. Louis, MO","February 11, 1979",1979
"1979-02-17","Oakland Coliseum, Oakland, CA","February 17, 1979",1979
"1979-04-22","Spartan Stadium, SJSU, San Jose, CA","April 22, 1979",1979
"1979-05-03","Charlotte Coliseum, Charlotte, NC","May 3, 1979",1979
"1979-05-04","Hampton Coliseum, Hampton, VA","May 4, 1979",1979
"1979-05-05","Baltimore Civic Center, Baltimore, MD","May 5, 1979",1979
"1979-05-07","Kirby Fieldhouse, Lafayette College, Easton, PA","May 7, 1979",1979
"1979-05-08","Recreation Hall, Penn State, University Park, PA","May 8, 1979",1979
"1979-05-09","Broome County Arena, Binghamton, NY","May 9, 1979",1979
"1979-05-11","Billerica Forum, North Billerica, MA","May 11, 1979",1979
"1979-05-12","Alumni Stadium, UMass Amherst, Amherst, MA","May 12, 1979",1979
"1979-05-13","Cumberland County Civic Center, Portland, ME","May 13, 1979",1979
"1979-06-28","Sacramento Memorial Auditorium, Sacramento, CA","June 28, 1979",1979
"1979-06-30","Portland International Raceway, Portland, OR","June 30, 1979",1979
"1979-07-01","Seattle Center Arena, Seattle, WA","July 1, 1979",1979
"1979-08-04","Oakland Auditorium, Oakland, CA","August 4, 1979",1979
"1979-08-05","Oakland Auditorium, Oakland, CA","August 5, 1979",1979
"1979-08-12","Red Rocks Amphitheatre, Morrison, CO","August 12, 1979",1979
"1979-08-13","McNichols Sports Arena, Denver, CO","August 13, 1979",1979
"1979-08-14","McNichols Sports Arena, Denver, CO","August 14, 1979",1979
"1979-08-31","Glens Falls Civic Center, Glen Falls, NY","August 31, 1979",1979
"1979-09-01","Holleder Memorial Stadium, Rochester, NY","September 1, 1979",1979
"1979-09-02","Augusta Civic Center, Augusta, ME","September 2, 1979",1979
"1979-09-04","Madison Square Garden, New York, NY","September 4, 1979",1979
"1979-09-05","Madison Square Garden, New York, NY","September 5, 1979",1979
"1979-09-06","Madison Square Garden, New York, NY","September 6, 1979",1979
"1979-10-24","Springfield Civic Center Arena, Springfield, MA","October 24, 1979",1979
"1979-10-25","Veterans Memorial Coliseum, New Haven, CT","October 25, 1979",1979
"1979-10-27","Cape Cod Coliseum, South Yarmouth, MA","October 27, 1979",1979
"1979-10-28","Cape Cod Coliseum, South Yarmouth, MA","October 28, 1979",1979
"1979-10-31","Nassau Veterans Memorial Coliseum, Uniondale, NY","October 31, 1979",1979
"1979-11-01","Nassau Veterans Memorial Coliseum, Uniondale, NY","November 1, 1979",1979
"1979-11-02","Nassau Veterans Memorial Coliseum, Uniondale, NY","November 2, 1979",1979
"1979-11-04","Providence Civic Center, Providence, RI","November 4, 1979",1979
"1979-11-05","Spectrum, Philadelphia, PA","November 5, 1979",1979
"1979-11-06","Spectrum, Philadelphia, PA","November 6, 1979",1979
"1979-11-08","Capital Centre, Landover, MD","November 8, 1979",1979
"1979-11-09","Memorial Auditorium, Buffalo, NY","November 9, 1979",1979
"1979-11-10","Crisler Arena, University of Michigan, Ann Arbor, MI","November 10, 1979",1979
"1979-11-23","Community Concourse Golden Hall, San Diego, CA","November 23, 1979",1979
"1979-11-24","Community Concourse Golden Hall, San Diego, CA","November 24, 1979",1979
"1979-11-25","Pauley Pavilion, UCLA, Los Angeles, CA","November 25, 1979",1979
"1979-11-29","Cleveland Public Hall, Cleveland, OH","November 29, 1979",1979
"1979-11-30","Stanley Theatre, Pittsburgh, PA","November 30, 1979",1979
"1979-12-01","Stanley Theatre, Pittsburgh, PA","December 1, 1979",1979
"1979-12-03","Uptown Theatre, Chicago, IL","December 3, 1979",1979
"1979-12-04","Uptown Theatre, Chicago, IL","December 4, 1979",1979
"1979-12-05","Uptown Theatre, Chicago, IL","December 5, 1979",1979
"1979-12-07","Indiana Convention Center, Indianapolis, IN","December 7, 1979",1979
"1979-12-09","Kiel Auditorium, St. Louis, MO","December 9, 1979",1979
"1979-12-10","Soldiers & Sailors Memorial Hall, Kansas City, KS","December 10, 1979",1979
"1979-12-11","Soldiers & Sailors Memorial Hall, Kansas City, KS","December 11, 1979",1979
"1979-12-26","Oakland Auditorium, Oakland, CA","December 26, 1979",1979
"1979-12-27","Oakland Auditorium, Oakland, CA","December 27, 1979",1979
"1979-12-28","Oakland Auditorium, Oakland, CA","December 28, 1979",1979
"1979-12-30","Oakland Auditorium, Oakland, CA","December 30, 1979",1979
"1979-12-31","Oakland Auditorium, Oakland, CA","December 31, 1979",1979
"1980-01-13","Oakland Coliseum, Oakland, CA","January 13, 1980",1980
"1980-03-30","Capitol Theatre, Passaic, NJ","March 30, 1980",1980
"1980-03-31","Capitol Theatre, Passaic, NJ","March 31, 1980",1980
"1980-04-01","Capitol Theatre, Passaic, NJ","April 1, 1980",1980
"1980-04-28","Boutwell Auditorium, Birmingham, AL","April 28, 1980",1980
"1980-04-29","Fox Theatre, Atlanta, GA","April 29, 1980",1980
"1980-05-01","Greensboro Coliseum, Greensboro, NC","May 1, 1980",1980
"1980-05-02","Hampton Coliseum, Hampton, VA","May 2, 1980",1980
"1980-05-04","Baltimore Civic Center, Baltimore, MD","May 4, 1980",1980
"1980-05-06","Recreation Hall, Penn State, University Park, PA","May 6, 1980",1980
"1980-05-07","Barton Hall, Cornell University, Ithaca, NY","May 7, 1980",1980
"1980-05-08","Glens Falls Civic Center, Glen Falls, NY","May 8, 1980",1980
"1980-05-10","Hartford Civic Center, Hartford, CT","May 10, 1980",1980
"1980-05-11","Cumberland County Civic Center, Portland, ME","May 11, 1980",1980
"1980-05-12","Boston Garden, Boston, MA","May 12, 1980",1980
"1980-05-14","Nassau Veterans Memorial Coliseum, Uniondale, NY","May 14, 1980",1980
"1980-05-15","Nassau Veterans Memorial Coliseum, Uniondale, NY","May 15, 1980",1980
"1980-05-16","Nassau Veterans Memorial Coliseum, Uniondale, NY","May 16, 1980",1980
"1980-05-29","Des Moines Civic Center, Des Moines, IA","May 29, 1980",1980
"1980-05-30","Milwaukee Auditorium, Milwaukee, WI","May 30, 1980",1980
"1980-05-31","Metropolitan Sports Center, Bloomington, MN","May 31, 1980",1980
"1980-06-05","Compton Terrace Amphitheatre, Tempe, AZ","June 5, 1980",1980
"1980-06-07","Folsom Field, University of Colorado, Boulder, CO","June 7, 1980",1980
"1980-06-08","Folsom Field, University of Colorado, Boulder, CO","June 8, 1980",1980
"1980-06-12","Portland Memorial Coliseum, Portland, OR","June 12, 1980",1980
"1980-06-13","Seattle Center Arena, Seattle, WA","June 13, 1980",1980
"1980-06-14","Spokane Coliseum, Spokane, WA","June 14, 1980",1980
"1980-06-19","West High Auditorium, Anchorage, AK","June 19, 1980",1980
"1980-06-20","West High Auditorium, Anchorage, AK","June 20, 1980",1980
"1980-06-21","West High Auditorium, Anchorage, AK","June 21, 1980",1980
"1980-06-29","Pauley Pavilion, UCLA, Los Angeles, CA","June 29, 1980",1980
"1980-07-01","San Diego Sports Arena, San Diego, CA","July 1, 1980",1980
"1980-08-16","Mississippi River Festival, Edwardsville, IL","August 16, 1980",1980
"1980-08-17","Municipal Auditorium Arena, Kansas City, MO","August 17, 1980",1980
"1980-08-19","Uptown Theatre, Chicago, IL","August 19, 1980",1980
"1980-08-20","Uptown Theatre, Chicago, IL","August 20, 1980",1980
"1980-08-21","Uptown Theatre, Chicago, IL","August 21, 1980",1980
"1980-08-23","Alpine Valley Music Theatre, East Troy, WI","August 23, 1980",1980
"1980-08-24","Grand Center, Grand Rapids, MI","August 24, 1980",1980
"1980-08-26","Cleveland Public Hall, Cleveland, OH","August 26, 1980",1980
"1980-08-27","Pine Knob Music Theatre, Clarkston, MI","August 27, 1980",1980
"1980-08-29","Spectrum, Philadelphia, PA","August 29, 1980",1980
"1980-08-30","Spectrum, Philadelphia, PA","August 30, 1980",1980
"1980-08-31","Capital Centre, Landover, MD","August 31, 1980",1980
"1980-09-02","War Memorial, Rochester, NY","September 2, 1980",1980
"1980-09-03","Springfield Civic Center Arena, Springfield, MA","September 3, 1980",1980
"1980-09-04","Providence Civic Center, Providence, RI","September 4, 1980",1980
"1980-09-06","Maine State Fairgrounds, Lewiston, ME","September 6, 1980",1980
"1980-09-25","The Warfield, San Francisco, CA","September 25, 1980",1980
"1980-09-26","The Warfield, San Francisco, CA","September 26, 1980",1980
"1980-09-27","The Warfield, San Francisco, CA","September 27, 1980",1980
"1980-09-29","The Warfield, San Francisco, CA","September 29, 1980",1980
"1980-09-30","The Warfield, San Francisco, CA","September 30, 1980",1980
"1980-10-02","The Warfield, San Francisco, CA","October 2, 1980",1980
"1980-10-03","The Warfield, San Francisco, CA","October 3, 1980",1980
"1980-10-04","The Warfield, San Francisco, CA","October 4, 1980",1980
"1980-10-06","The Warfield, San Francisco, CA","October 6, 1980",1980
"1980-10-07","The Warfield, San Francisco, CA","October 7, 1980",1980
"1980-10-09","The Warfield, San Francisco, CA","October 9, 1980",1980
"1980-10-10","The Warfield, San Francisco, CA","October 10, 1980",1980
"1980-10-11","The Warfield, San Francisco, CA","October 11, 1980",1980
"1980-10-13","The Warfield, San Francisco, CA","Florida Gym",1980
"1980-10-14","The Warfield, San Francisco, CA","October 14, 1980",1980
"1980-10-18","Saenger Performing Arts Center, New Orleans, LA","October 18, 1980",1980
"1980-10-19","Saenger Performing Arts Center, New Orleans, LA","October 19, 1980",1980
"1980-10-22","Radio City Music Hall, New York, NY","October 22, 1980",1980
"1980-10-23","Radio City Music Hall, New York, NY","Florida Gym",1980
"1980-10-25","Radio City Music Hall, New York, NY","October 25, 1980",1980
"1980-10-26","Radio City Music Hall, New York, NY","October 26, 1980",1980
"1980-10-27","Radio City Music Hall, New York, NY","October 27, 1980",1980
"1980-10-29","Radio City Music Hall, New York, NY","October 29, 1980",1980
"1980-10-30","Radio City Music Hall, New York, NY","October 30, 1980",1980
"1980-10-31","Radio City Music Hall, New York, NY","October 31, 1980",1980
"1980-11-26","Sportatorium, Pembroke Pines, FL","November 26, 1980",1980
"1980-11-28","Lakeland Civic Center Arena, Lakeland, FL","November 28, 1980",1980
"1980-11-29","Florida Gym, University of Florida, Gainesville, FL","November 29, 1980",1980
"1980-11-30","Fox Theatre, Atlanta, GA","November 30, 1980",1980
"1980-12-06","Recreation Center, Mill Valley, CA","December 6, 1980",1980
"1980-12-12","Swing Auditorium, San Bernardino, CA","December 12, 1980",1980
"1980-12-13","Long Beach Arena, Long Beach, CA","December 13, 1980",1980
"1980-12-14","Long Beach Arena, Long Beach, CA","December 14, 1980",1980
"1980-12-26","Oakland Auditorium, Oakland, CA","December 26, 1980",1980
"1980-12-27","Oakland Auditorium, Oakland, CA","December 27, 1980",1980
"1980-12-28","Oakland Auditorium, Oakland, CA","December 28, 1980",1980
"1980-12-30","Oakland Auditorium, Oakland, CA","December 30, 1980",1980
"1980-12-31","Oakland Auditorium, Oakland, CA","December 31, 1980",1980
"1981-02-26","Uptown Theatre, Chicago, IL","February 26, 1981",1981
"1981-02-27","Uptown Theatre, Chicago, IL","February 27, 1981",1981
"1981-02-28","Uptown Theatre, Chicago, IL","February 28, 1981",1981
"1981-03-02","Cleveland Music Hall, Cleveland, OH","March 2, 1981",1981
"1981-03-03","Cleveland Music Hall, Cleveland, OH","March 3, 1981",1981
"1981-03-05","Stanley Theatre, Pittsburgh, PA","March 5, 1981",1981
"1981-03-06","Stanley Theatre, Pittsburgh, PA","March 6, 1981",1981
"1981-03-07","Cole Fieldhouse, UMD, College Park, MD","March 7, 1981",1981
"1981-03-09","Madison Square Garden, New York, NY","March 9, 1981",1981
"1981-03-10","Madison Square Garden, New York, NY","March 10, 1981",1981
"1981-03-12","Boston Garden, Boston, MA","March 12, 1981",1981
"1981-03-13","Utica Memorial Auditorium, Utica, NY","March 13, 1981",1981
"1981-03-14","Hartford Civic Center, Hartford, CT","March 14, 1981",1981
"1981-03-20","Rainbow Theatre, London, England","March 20, 1981",1981
"1981-03-21","Rainbow Theatre, London, England","March 21, 1981",1981
"1981-03-23","Rainbow Theatre, London, England","March 23, 1981",1981
"1981-03-24","Rainbow Theatre, London, England","March 24, 1981",1981
"1981-03-28","Grugahalle, Essen, Germany","March 28, 1981",1981
"1981-04-30","Greensboro Coliseum, Greensboro, NC","April 30, 1981",1981
"1981-05-01","Hampton Coliseum, Hampton, VA","May 1, 1981",1981
"1981-05-02","Spectrum, Philadelphia, PA","May 2, 1981",1981
"1981-05-04","Spectrum, Philadelphia, PA","May 4, 1981",1981
"1981-05-05","Glens Falls Civic Center, Glen Falls, NY","May 5, 1981",1981
"1981-05-06","Nassau Veterans Memorial Coliseum, Uniondale, NY","May 6, 1981",1981
"1981-05-07","NBC Studios, New York, NY","May 7, 1981",1981
"1981-05-08","Nassau Veterans Memorial Coliseum, Uniondale, NY","May 8, 1981",1981
"1981-05-09","Nassau Veterans Memorial Coliseum, Uniondale, NY","May 9, 1981",1981
"1981-05-09_01","Savoy Theater, New York, NY","May 9, 1981",1981
"1981-05-11","Veterans Memorial Coliseum, New Haven, CT","May 11, 1981",1981
"1981-05-12","Veterans Memorial Coliseum, New Haven, CT","May 12, 1981",1981
"1981-05-13","Providence Civic Center, Providence, RI","May 13, 1981",1981
"1981-05-15","Athletic Center, Rutgers University, Piscataway, NJ","May 15, 1981",1981
"1981-05-16","Barton Hall, Cornell University, Ithaca, NY","May 16, 1981",1981
"1981-05-17","Onondaga County War Memorial, Syracuse, NY","May 17, 1981",1981
"1981-07-02","The Summit, Houston, TX","July 2, 1981",1981
"1981-07-04","Manor Downs, Austin, TX","July 4, 1981",1981
"1981-07-05","Zoo Amphitheatre, Oklahoma City, OK","July 5, 1981",1981
"1981-07-07","Municipal Auditorium Arena, Kansas City, MO","July 7, 1981",1981
"1981-07-08","Kiel Auditorium, St. Louis, MO","July 8, 1981",1981
"1981-07-10","St. Paul Civic Center Arena, St. Paul, MN","July 10, 1981",1981
"1981-07-11","Alpine Valley Music Theatre, East Troy, WI","July 11, 1981",1981
"1981-07-13","McNichols Sports Arena, Denver, CO","July 13, 1981",1981
"1981-07-14","McNichols Sports Arena, Denver, CO","July 14, 1981",1981
"1981-08-12","Salt Palace, Salt Lake City, UT","August 12, 1981",1981
"1981-08-14","Seattle Center Memorial Coliseum, Seattle, WA","August 14, 1981",1981
"1981-08-15","Portland Memorial Coliseum, Portland, OR","August 15, 1981",1981
"1981-08-16","MacArthur Court, U. of Oregon, Eugene, OR","August 16, 1981",1981
"1981-08-27","Long Beach Arena, Long Beach, CA","August 27, 1981",1981
"1981-08-28","Long Beach Arena, Long Beach, CA","August 28, 1981",1981
"1981-08-30","Compton Terrace Amphitheatre, Tempe, AZ","August 30, 1981",1981
"1981-08-31","Aladdin Theater, Las Vegas, NV","August 31, 1981",1981
"1981-09-11","Greek Theatre, UC Berkeley, Berkeley, CA","September 11, 1981",1981
"1981-09-12","Greek Theatre, UC Berkeley, Berkeley, CA","September 12, 1981",1981
"1981-09-13","Greek Theatre, UC Berkeley, Berkeley, CA","September 13, 1981",1981
"1981-09-25","Stabler Arena, Lehigh University, Bethlehem, PA","September 25, 1981",1981
"1981-09-26","Buffalo Memorial Auditorium, Buffalo, NY","September 26, 1981",1981
"1981-09-27","Capital Centre, Landover, MD","September 27, 1981",1981
"1981-09-30","Playhouse Theatre, Edinburgh, Scotland","September 30, 1981",1981
"1981-10-02","Rainbow Theatre, London, England","October 2, 1981",1981
"1981-10-03","Rainbow Theatre, London, England","October 3, 1981",1981
"1981-10-04","Rainbow Theatre, London, England","October 4, 1981",1981
"1981-10-06","Rainbow Theatre, London, England","October 6, 1981",1981
"1981-10-08","Forum Theatre, Copenhagen, Denmark","October 8, 1981",1981
"1981-10-10","Stadthalle IV, Bremen, Germany","October 10, 1981",1981
"1981-10-12","Olympiahalle, Munich, Germany","October 12, 1981",1981
"1981-10-13","Walter Köbel Halle, Rüsselsheim, Germany","October 13, 1981",1981
"1981-10-15","Melk Weg, Amsterdam, Netherlands","October 15, 1981",1981
"1981-10-16","Melk Weg, Amsterdam, Netherlands","October 16, 1981",1981
"1981-10-17","Hippodrome, Paris, France","October 17, 1981",1981
"1981-10-19","Palau dels Esports de Barcelona, Barcelona, Spain","October 19, 1981",1981
"1981-11-29","Pittsburgh Civic Arena, Pittsburgh, PA","November 29, 1981",1981
"1981-11-30","Hara Arena, Dayton, OH","November 30, 1981",1981
"1981-12-02","Assembly Hall, UIUC, Champaign, IL","December 2, 1981",1981
"1981-12-03","Dane County Coliseum, Madison, WI","December 3, 1981",1981
"1981-12-05","Market Square Arena, Indianapolis, IN","December 5, 1981",1981
"1981-12-06","Rosemont Horizon, Rosemont, IL","December 6, 1981",1981
"1981-12-07","Des Moines Civic Center, Des Moines, IA","December 7, 1981",1981
"1981-12-09","Activity Center, University of Colorado, Boulder, CO","December 9, 1981",1981
"1981-12-12","Fiesta Hall, County Fairgrounds, San Mateo, CA","December 12, 1981",1981
"1981-12-26","Oakland Auditorium, Oakland, CA","December 26, 1981",1981
"1981-12-27","Oakland Auditorium, Oakland, CA","December 27, 1981",1981
"1981-12-28","Oakland Auditorium, Oakland, CA","December 28, 1981",1981
"1981-12-30","Oakland Auditorium, Oakland, CA","December 30, 1981",1981
"1981-12-31","Oakland Auditorium, Oakland, CA","December 31, 1981",1981
"1982-02-16","The Warfield, San Francisco, CA","February 16, 1982",1982
"1982-02-17","The Warfield, San Francisco, CA","February 17, 1982",1982
